bin	normal_cell1	normal_cell2	normal_cell3	normal_cell4	normal_cell5	normal_cell6	normal_cell7	normal_cell8	normal_cell9	normal_cell10	clone1_cell1	clone1_cell2	clone1_cell3	clone1_cell4	clone1_cell5	clone1_cell6	clone1_cell7	clone1_cell8	clone1_cell9	clone1_cell10	clone3_cell1	clone3_cell2	clone3_cell3	clone3_cell4	clone3_cell5	clone3_cell6	clone3_cell7	clone3_cell8	clone3_cell9	clone3_cell10	clone8_cell1	clone8_cell2	clone8_cell3	clone8_cell4	clone8_cell5	clone8_cell6	clone8_cell7	clone8_cell8	clone8_cell9	clone8_cell10	clone4_cell1	clone4_cell2	clone4_cell3	clone4_cell4	clone4_cell5	clone4_cell6	clone4_cell7	clone4_cell8	clone4_cell9	clone4_cell10	clone2_cell1	clone2_cell2	clone2_cell3	clone2_cell4	clone2_cell5	clone2_cell6	clone2_cell7	clone2_cell8	clone2_cell9	clone2_cell10	clone5_cell1	clone5_cell2	clone5_cell3	clone5_cell4	clone5_cell5	clone5_cell6	clone5_cell7	clone5_cell8	clone5_cell9	clone5_cell10	clone6_cell1	clone6_cell2	clone6_cell3	clone6_cell4	clone6_cell5	clone6_cell6	clone6_cell7	clone6_cell8	clone6_cell9	clone6_cell10	clone9_cell1	clone9_cell2	clone9_cell3	clone9_cell4	clone9_cell5	clone9_cell6	clone9_cell7	clone9_cell8	clone9_cell9	clone9_cell10	clone7_cell1	clone7_cell2	clone7_cell3	clone7_cell4	clone7_cell5	clone7_cell6	clone7_cell7	clone7_cell8	clone7_cell9	clone7_cell10
chr8:5000001-10000000	13134	13396	13493	13163	13753	13283	13119	13468	13201	13129	40095	40434	40642	40349	40151	40386	40426	40229	39848	40025	40253	39908	40484	40486	40320	40857	40091	40766	40090	39977	40333	40826	40276	40046	39352	40326	39878	39582	40274	40135	40217	40317	40367	40477	40193	40030	40481	40711	40485	40195	13479	13289	13314	13297	13435	13393	13435	13608	13385	13478	20503	19991	20069	20357	20374	19703	20134	19918	20316	20095	19954	20240	19987	20167	20081	20303	19992	20392	19955	19874	20307	20173	19945	20079	20223	20028	20097	19953	20182	20217	13629	13440	13274	13414	13460	13643	13245	13376	13657	13110
chr8:10000001-15000000	15198	15333	15365	15196	15488	15279	15267	15158	15284	15323	45686	45567	46057	45981	45298	46523	45772	45854	46148	45393	45997	45470	45901	45824	46024	45080	46174	46613	45942	45706	45737	46103	46166	46068	46083	46666	46449	45876	45686	45995	46165	46165	46015	46231	46367	46117	45521	46058	45843	46508	15358	15455	15322	15255	15413	15278	15521	15218	15287	15264	15071	15244	15293	15232	15108	15213	15439	15306	15353	15452	15491	15143	15316	15391	15353	15678	15153	15398	15270	15051	15400	15601	15475	14936	15175	15006	15485	15521	15338	15861	15003	15196	14993	15645	15532	15365	15214	15291	15132	15293
chr8:15000001-20000000	16799	17187	16884	16963	17286	17067	16679	16931	16925	16837	50926	50251	50923	50448	50587	50592	50974	51089	50353	50477	50490	50411	50864	51022	50576	50927	50818	50690	50770	50659	50642	51101	50765	50678	51164	51225	51179	50858	51144	50621	50721	50244	50827	50813	50187	50695	51110	51102	50812	51056	16574	16819	16718	16612	16747	16865	16899	17040	16602	17019	16710	16607	17043	16701	16767	16974	17094	16897	16667	16922	16908	16788	16804	16696	16973	16610	16735	17125	17075	16845	16911	16664	16794	17029	16793	16772	16959	16947	16771	17019	16759	17057	17054	17145	16843	16845	16780	16835	16668	17370
chr8:20000001-25000000	17003	16623	16845	16875	16668	16788	16624	17041	17211	17200	50881	50358	51083	50535	50880	50548	50413	50803	50672	51073	50004	50963	51018	50892	50462	51552	51328	51156	50348	50974	51162	51143	50493	50521	50878	50809	50530	50601	50365	51519	51115	51132	51030	50676	50686	51084	50745	50609	51371	51251	33360	33957	34308	33820	33832	34421	33934	33970	33978	34051	33790	33666	33627	33973	33551	33852	34060	34106	33574	33877	33792	33959	34351	33613	33415	33613	33612	33947	34009	33777	34147	33420	34044	34047	33843	33838	33856	34325	33961	34148	33938	34359	33923	33778	33632	33336	33987	34314	33857	33827
chr8:25000001-30000000	16494	16745	16983	16885	16947	16904	17264	16968	16914	16814	50403	50376	50674	50219	50321	50511	50396	50616	50930	50961	50338	50538	50968	49960	49978	50449	50365	50464	50979	50162	50445	50940	50082	50359	50598	50701	50716	50880	50738	51075	50220	50553	50148	50465	50166	50652	50504	50796	50326	50553	33904	33694	33497	33818	33874	33975	33186	33689	34123	33672	33385	33979	33202	34015	33434	33885	33931	33482	33344	33613	33637	34460	34000	33980	34138	34007	33914	33699	33980	33723	33698	33640	34082	34050	33737	33657	33979	33458	33509	33557	33454	33580	33768	33627	34047	33348	33986	33685	33758	34183
chr8:30000001-35000000	16699	16901	16974	16889	16848	16691	16792	16845	16994	16698	50314	50729	50646	50806	50484	50516	50183	50818	50581	50166	50851	50267	49855	50254	50364	50122	50695	50363	49885	50583	50491	50463	50097	50714	50355	50240	49866	50646	50110	50978	49739	50448	50478	50457	50579	50541	50511	50505	50407	50270	16965	16912	16909	16813	16877	16656	16888	16800	16864	16774	16834	16984	17145	16516	16878	16660	16499	16801	16768	16786	16669	16703	17057	16835	16851	16929	17173	16733	16748	16771	50138	50340	51178	50800	50930	50674	50982	50031	50723	50617	16752	17015	16653	16793	17123	16834	16835	16706	16677	16555
chr8:35000001-40000000	14916	14658	14390	14789	14630	14765	14873	14330	14618	14994	44113	44049	44366	44357	44294	44046	44077	44079	44464	44524	44320	44272	44174	44123	44067	44542	44279	44326	44634	44258	44665	44331	44392	43942	44039	44558	44536	44436	44784	44559	44335	44340	44409	44808	44373	43882	44174	43806	44154	44364	15056	14521	14694	14589	14844	14530	14792	14604	14844	14576	14882	14768	14899	14933	14850	14775	14642	14705	15023	14481	14705	14890	14715	14881	14723	14970	15126	15318	14811	14609	29749	29971	29524	29537	29347	29589	29376	29320	29444	29886	59658	58620	58855	58992	59846	59005	58697	59232	59347	59469
chr8:40000001-45000000	13276	13502	13203	13601	13444	13506	13017	13105	13391	13658	40081	40042	39414	40200	39778	39838	39276	40319	39896	39895	40112	39621	39518	39966	39765	39910	40002	39868	39938	40488	40454	39604	39627	40497	40084	39628	39783	40051	40067	39826	40246	39818	40078	40145	40420	39387	40308	39816	40128	40036	13509	13194	13008	13665	13321	13263	13700	13169	13115	13408	32769	33311	32975	32481	33115	33024	33871	33572	32954	33716	40162	39994	40139	40039	40034	40098	39487	39631	39620	40213	40101	40014	39831	39502	39261	39850	39991	39714	39907	39987	13188	13054	13491	13319	13125	13895	13535	13099	13220	13435
chr8:45000001-50000000	13430	13699	13958	13472	13701	13451	13625	13677	13329	13491	41484	41350	40660	40716	40990	40912	41715	40594	40859	40823	40841	40638	40624	41154	41011	40858	41585	41337	40776	41029	40714	40976	40875	40456	40899	40783	41247	40337	40871	40816	40916	40812	40042	40902	40914	40678	41034	40829	40800	41326	13382	13803	13454	13699	13719	13610	13993	13878	13741	13545	13454	13726	13379	13894	13758	13559	13421	13522	13609	13769	13899	13876	13724	13504	13510	13610	13668	13624	13336	13946	13372	13575	13610	13667	13852	13498	13280	13941	13636	13711	13870	13600	13480	13651	13368	13454	13489	13609	13379	13840
chr8:50000001-55000000	16734	17028	16940	16931	16397	16782	16608	16922	17206	16958	50670	50104	50275	50352	50777	50761	50506	50344	50908	50805	50144	50553	50279	51115	51033	50752	50610	50334	50619	50601	50815	50808	50344	50394	50098	50318	50128	50700	50746	50467	50722	50436	50673	50669	50575	50765	50496	50446	50858	50583	17029	16847	16848	16961	17368	16967	16838	16949	16963	16769	16924	16990	16723	16862	17013	17220	16665	16762	17014	16454	16812	17064	17207	16873	16602	16707	16960	16993	16894	16744	24946	25365	25362	25091	25179	25095	25369	25235	25192	24948	25352	25123	25699	25475	25141	25215	25695	25009	25251	25269
chr8:55000001-60000000	16273	16013	16284	16269	16338	16276	16322	16362	16434	16175	48850	49236	49097	48974	48969	49070	49381	48835	49424	49196	49497	49272	49562	48728	49105	49148	48950	49129	48750	48722	48839	49141	49146	49244	48938	48987	48722	49020	49048	49109	49367	48959	48791	49496	48997	48699	49759	49092	49298	49174	16615	16412	16184	16227	16517	16630	16219	16788	16682	16338	81576	81907	81610	81756	82767	81003	81849	82292	82268	81473	8039	7909	8236	8237	7981	8271	8203	8216	8136	8141	8257	8118	8161	8354	8105	8419	8251	8127	8221	8258	16397	16221	16619	16665	16367	16653	16352	16498	16606	16220
chr8:60000001-65000000	16677	17004	16644	17253	16807	16647	16999	16679	16903	16783	50580	50606	50149	50442	50623	50254	50721	50570	50294	50256	50513	50728	51107	50675	50695	50279	50556	50850	50364	50958	50321	50840	50733	50984	50196	50436	50237	50716	50993	50638	50696	50615	50857	50403	50565	50926	50530	50659	51205	50173	33490	33508	33409	33486	33995	33551	34120	33528	33378	33916	33687	33487	33599	33594	33931	33829	34096	33626	33588	33611	41818	42482	41949	41337	42014	42154	42237	41939	41756	42563	42098	42165	42201	42242	41699	41790	41974	42148	42058	42551	33692	33596	33556	33804	33514	33482	33644	33745	33516	33914
chr8:65000001-70000000	16817	16677	16912	16840	16806	17069	16794	16831	16647	16714	50143	50182	50110	50394	50424	50222	50505	50400	50680	50387	50318	50486	50259	50886	50224	50709	50545	50699	50189	50214	49863	50394	50405	49782	50299	50119	50887	51062	50377	50377	50061	50304	50306	50309	50142	50130	50265	49787	49888	50537	16868	17059	16883	16622	17091	16769	16764	16694	16837	16827	16975	16827	17067	16643	17296	16666	17046	16922	16904	16496	42122	42031	41524	41714	41956	42687	42240	42189	42526	42116	58469	58799	58258	59453	58469	57983	58922	59128	58704	59314	16724	16824	16796	16802	16903	16704	16854	17117	17330	16808
chr8:70000001-75000000	16771	17159	16912	16707	16540	16877	16462	17039	16860	16642	50446	50476	50117	50436	50556	50013	50623	50612	50803	50070	50419	50008	50063	50671	50328	50978	50370	50495	50260	49855	50365	50690	50160	50596	50538	50130	50843	50866	50756	50076	50414	49777	50458	50119	49923	50305	51042	50416	50669	50351	16905	16812	16717	16955	16766	16898	16671	16854	16647	16662	16813	16638	16512	16723	16784	16790	16599	16764	16546	16729	16761	16720	16641	17125	16571	16787	16723	16427	17027	16994	41599	41409	41691	41688	42430	42092	42036	41679	42296	41886	17239	16697	16875	16892	16658	16745	17050	16641	16905	17193
chr8:75000001-80000000	17048	16740	16637	16891	16824	17108	16549	17011	16701	16513	50678	50966	50760	50442	50703	50365	49965	50601	50870	50229	50459	50514	50063	50304	50155	50421	50341	50148	50517	50666	50488	50170	50762	50620	50607	50362	50048	50422	50563	50268	50751	50283	50471	50549	50773	50345	50234	50050	50915	49975	17016	16530	16689	16754	16940	16812	16836	17003	16847	17058	16911	16569	16645	16656	16705	16969	16979	17061	16570	16730	16984	16827	16728	16615	16525	16987	16923	16727	16917	17078	16619	16891	16733	16949	16653	17112	17010	17074	16747	16767	16649	17172	16796	16936	16963	16642	17127	17254	16741	16976
chr8:80000001-85000000	16727	16845	17116	16720	16728	16423	17079	17087	16732	16864	50180	50625	50717	50488	50128	50416	50565	50590	50312	49976	50708	50001	50762	50297	50314	50014	50432	50926	50840	50001	50884	50300	50035	50706	50675	50077	51155	50483	50411	50530	50143	50402	50493	49994	50161	50558	50295	50591	49946	50516	16800	16568	16495	16791	16342	16744	16433	16735	16680	16741	17128	16726	16862	16698	16744	16796	16892	16504	17180	16921	16459	16890	16825	16796	16882	16937	16556	16698	16775	16940	16691	16894	17036	17212	16829	16774	16960	16810	16889	16885	16926	16642	16732	16931	17083	16564	16614	16878	16923	17232
chr8:85000001-90000000	16338	16122	16017	16049	16297	16308	16077	15927	16466	16379	48684	48430	48619	48233	48752	48708	48089	48312	48080	49295	48449	48511	48365	48803	47734	48183	48097	48346	48514	48517	48209	48567	48645	48944	48085	48407	48505	48453	48692	48257	48282	48216	48465	48325	48179	48430	48219	48275	48828	48260	64836	64512	64972	65259	65164	64558	65012	64298	64616	64346	64423	64335	64090	64212	64095	65116	64166	64423	64643	64269	80454	81175	80796	80695	80783	80751	80992	80559	80324	80613	81288	80911	80252	80879	80450	80849	80334	80421	79993	81009	64978	63923	64353	64354	64791	63858	64816	63890	64730	64419
chr8:90000001-95000000	16710	17014	16874	16546	16861	16884	16935	16870	16882	16639	49894	50095	50383	50596	50680	50233	49996	50596	50169	50415	50965	50125	50033	50413	50643	50858	50734	50479	50143	50737	50139	51251	49764	50751	50269	50549	50803	50172	50753	49802	50096	50619	50585	50399	50291	50311	50908	50504	50228	50760	16948	16943	17138	16818	17064	16470	16942	17025	16900	16984	50851	50364	50174	50795	50665	50512	50622	50810	50439	50413	17259	16861	16619	16782	16736	16627	16846	16973	16473	16743	17065	16342	16731	16903	16790	16976	16366	16894	16887	16760	33500	33141	33431	33726	33362	33784	33662	33855	33529	33354
chr8:95000001-100000000	16607	16718	16555	16734	16558	16843	16501	16822	16576	16179	49626	50135	50086	50342	49595	50103	50613	49868	49669	50207	50616	50075	49783	49772	50359	50299	50387	50400	50210	49580	49680	49746	50271	50277	50167	50410	50368	49994	50304	50319	50336	50080	49747	50078	50610	49778	50376	49572	50006	50513	16824	17186	16262	16323	16697	16816	16748	16777	16823	16912	16677	16540	16655	16901	16843	16659	16524	16863	16809	16529	16608	16880	16829	16299	16761	16976	16648	16500	16779	16493	16578	16948	16556	17054	16814	16709	16782	16551	16851	17025	33549	33090	33103	33053	33775	33439	33330	33236	33495	33443
chr8:100000001-105000000	16957	16575	16898	16968	16596	16849	16843	16783	16786	16839	50422	50428	50889	50435	50789	50847	50425	50907	50886	50703	50487	50438	50567	50861	50444	50645	50628	50124	50252	50275	50118	50925	50300	50442	51127	50383	50090	50792	50068	50464	50932	50517	50149	50625	50308	50890	50344	50685	50467	50784	17131	16836	17047	17108	16547	16880	17103	17120	17043	17058	17008	16723	16891	17109	16863	16748	16511	17059	16643	16670	16776	16856	16818	16673	16787	16615	16635	16820	16934	16753	16872	16872	16864	16856	16753	16850	16410	16906	16779	16915	16815	16907	16671	17003	17029	16976	16918	16946	16975	17006
chr8:105000001-110000000	16876	16778	16871	16628	16803	16744	16848	16689	16494	16699	50595	51289	50346	50412	50512	50906	50597	50622	50953	51085	50620	50149	50631	50857	50747	50969	51011	50842	51299	49845	50542	50934	50293	50167	50062	50977	50338	50104	49801	51074	50776	50410	51033	50785	50869	51205	50326	50388	50761	50738	42752	41701	42195	42380	42559	42791	42141	41377	42649	42595	42146	41788	42306	42129	41777	41798	42351	42216	42280	42633	50763	50550	50573	50760	50275	50973	50438	50333	49943	50754	50711	50669	50293	50760	50521	50773	50894	51104	51119	50598	41828	42107	42236	42489	42407	42193	42312	42009	42244	41751
chr8:110000001-115000000	16978	16745	16520	16928	16834	16715	16990	16806	16448	16809	50159	50467	49656	50182	49865	50861	49810	50432	49983	50752	50034	50061	50449	50465	50209	50464	50592	50274	51050	50751	50132	51046	50354	51017	50639	50419	50322	50587	49948	49983	50714	50347	49984	50802	50210	50672	50456	50424	50728	50189	16418	17224	16574	17007	17065	16898	16927	16578	16867	16881	16721	16803	16867	17180	16851	16823	16588	16973	16528	17124	17297	17289	16796	16787	16521	17075	16899	16902	17020	16943	16728	17008	17023	16852	17060	17094	16932	16694	17004	17015	16698	16842	16650	16495	16443	16597	16523	16487	16445	16458
chr8:115000001-120000000	17084	16844	16606	16822	17042	16615	16969	16937	16464	16954	50414	50326	50333	50658	50851	50337	50633	50346	50172	50430	50514	50508	50243	50557	50301	51116	50732	50438	50418	50274	50857	51064	50616	50732	50410	50267	50499	51092	50419	50254	50413	50690	49916	50966	50420	50532	50938	50356	50441	50645	16931	17048	16846	16612	16809	16672	16955	17038	16547	17132	16945	17072	16694	16695	17039	16646	16746	16849	16694	16465	17024	16921	16736	17022	16858	16909	16843	16455	16888	17124	16596	16660	16998	16599	16862	16485	17035	17124	16647	16577	16764	16829	16597	16935	16564	16320	16970	16808	16879	16862
chr8:120000001-125000000	16861	17214	16711	17074	16789	16818	16704	16788	16827	16987	50336	50001	50539	50501	50939	51000	50616	51229	50335	51123	50761	50453	50528	50780	50318	50120	50490	50240	50571	50614	51212	51365	50696	50356	50064	50227	50504	50726	50313	50264	50955	50851	50637	51090	50731	50466	49914	50605	50829	51461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8:125000001-130000000	15568	15420	15658	15548	15595	15440	15759	15654	15706	15672	46893	47086	46969	46913	46270	46657	46493	46748	46359	46482	46793	46286	46887	46614	46686	46537	47064	47127	46489	46748	46291	46720	47171	46388	46816	46665	47160	47174	46892	46547	46506	46680	46633	46926	47310	46404	46948	47081	46829	46646	15494	15280	15725	15538	15893	15870	15419	15823	15523	15572	15616	15398	15767	15535	15780	15816	15657	15334	15650	15743	15473	15483	15433	15449	15269	15489	15718	15558	15562	15480	15313	15721	15582	15581	15687	15598	15226	15899	15518	15456	39229	38951	39525	39051	38844	38798	39058	39699	38503	39399
chr8:130000001-135000000	16948	16798	17035	16940	16966	16753	16093	16801	16929	17007	50736	50644	50809	51188	50819	50523	50429	50513	50765	50529	50354	50913	51044	50876	50611	50754	49958	50462	50717	50735	51028	50119	51027	50847	50454	50642	50952	50257	50849	50377	50376	50579	50493	50661	50022	50098	50730	50777	50501	50452	17180	16592	16866	17153	16868	16865	17024	16713	16843	17047	16998	16718	17204	16626	16891	16910	17036	17110	16834	16517	16641	17051	16905	16589	17077	17230	17254	17213	16810	16906	16838	17129	16984	17184	16865	17009	16936	17140	16853	16825	16930	16571	16978	16987	17129	16902	16904	16797	16745	16864
chr8:135000001-140000000	16816	17444	16813	16811	16692	16911	16749	16883	16885	16906	50643	50984	50886	50763	50762	50815	51025	50746	50542	50618	50590	51009	50393	50547	49925	50112	50392	50462	50165	50371	50953	50758	50370	51181	50712	50392	50892	50587	50475	50929	50438	50650	50243	50251	50820	50566	50787	50350	50190	50384	16719	17077	16764	17116	16945	16900	16848	16455	16941	16955	16863	16589	17077	16813	16857	16971	16632	16952	17158	16799	75976	75067	75836	75941	76031	76269	75542	75347	75541	75771	84200	84182	84173	84143	84576	83854	84098	83079	83877	84293	16929	16851	16480	17088	16755	17028	16826	16992	16662	16858
chr8:140000001-145000000	14653	14426	14521	14756	14122	14608	14693	14237	14324	14839	42810	43115	43719	43022	42565	43252	43054	43418	42818	42952	42837	42802	42703	43434	42988	42925	43107	42924	43101	43466	43313	43263	43444	44044	43110	42857	42654	42933	43055	43255	43612	42969	43415	43104	42974	42945	43335	42659	42616	43161	14596	14453	14545	14306	14436	14629	14296	14551	14467	14200	42722	42841	42730	43151	43325	42706	43272	42991	43177	43489	14657	14224	14223	14394	14434	14185	14383	14385	14432	14360	43291	43211	43130	43243	43242	43479	43240	43601	43387	43091	14673	14420	14357	14556	14258	14545	14398	14627	14147	14549
chr8:145000001-145138636	250	265	270	278	299	274	257	278	305	267	792	816	842	761	772	831	790	855	831	770	838	748	834	849	707	795	768	737	827	799	838	811	832	849	797	772	796	777	836	717	761	775	825	766	731	822	871	792	796	802	277	218	270	264	278	289	269	271	260	289	233	261	312	274	292	281	275	259	255	264	262	256	289	310	204	286	268	275	238	223	279	272	262	314	257	204	288	278	275	267	266	258	236	273	263	235	252	231	237	248
chr9:1-5000000	18365	18793	18492	18379	18405	18421	18519	18360	18772	18903	0	1	0	0	1	1	0	1	0	0	4	1	2	2	1	2	0	2	0	0	3	2	5	2	2	6	2	1	5	2	0	1	2	1	0	0	2	1	3	1	64949	64998	66351	65885	65784	65255	65856	65967	65278	66254	64033	64867	64301	64176	64050	64227	64521	64636	64570	64282	82359	82977	83217	82539	82676	82908	82007	82512	82604	82523	93993	92420	93446	93624	92879	92947	92945	92419	93588	93476	73108	73192	73073	73910	73477	73884	73410	73871	73764	73590
chr9:5000001-10000000	18417	18577	18563	18732	18648	18322	18816	18228	18608	18321	65716	65747	65598	66224	65899	65680	65781	65539	65640	65416	67000	67051	67489	67024	67384	66472	66552	66813	67411	66714	70363	69783	69094	69560	70451	69449	70089	68787	69952	69715	73651	72693	73789	73770	73065	72929	72569	73541	72790	73447	46705	46541	46010	46625	46240	46876	46758	46535	46445	45870	45356	45122	45958	45539	45279	45920	45747	45890	45283	45390	45460	45467	45566	45392	45294	45562	45365	45445	45542	45505	46175	46827	46450	45953	46353	46744	46211	46341	46663	46582	45613	46497	45572	46109	46134	46444	45905	45720	45511	46220
chr9:10000001-15000000	18915	19466	19036	18895	19016	19489	19192	19468	18934	18724	19609	19378	19536	19839	19402	19406	19695	19545	19506	19249	19970	19765	19345	19464	19812	19558	19658	19998	19648	19832	20366	20775	20619	21020	20475	20612	20702	20572	20546	20665	19000	18998	19309	19190	18789	19307	18914	18958	19152	19150	57734	57416	57974	57566	57679	57437	57673	58405	58014	57709	55577	56989	57003	56430	56523	56621	56474	56275	56578	56269	57483	56715	56776	57084	56918	56608	56384	56049	57276	56682	57127	57520	57542	57086	57693	57625	57229	57258	57319	56679	56416	56960	56650	56952	56918	57532	56876	57056	56951	56636
chr9:15000001-20000000	19421	18966	18850	18873	19155	18897	18952	18909	18986	18850	19340	19671	19709	19503	19495	19863	20091	19563	19537	19434	19242	19896	19702	19523	19757	19511	19015	19726	19583	19472	20207	20521	20498	20404	20363	20564	20575	20452	20533	20839	18691	19030	18813	18668	18943	18702	18852	18972	18764	18683	18678	19133	18844	18764	18426	19257	18542	18938	18960	18535	18671	18719	18748	18478	18561	18302	18595	18718	18828	18957	18792	18227	18723	18456	18562	18610	18712	18251	18368	18783	57434	57891	56980	57209	57736	57415	56908	56943	57262	56236	9431	9177	9548	9351	9580	9360	9593	9505	9353	9500
chr9:20000001-25000000	19111	18980	18944	18801	18781	18893	18858	18779	19160	18896	19444	19662	19313	19533	19440	19450	19646	19960	19649	19774	19879	19526	19569	19584	19670	19734	19530	19710	19896	19544	20436	20679	20189	20447	20224	20608	20860	20592	20445	20656	18885	18793	18829	18652	19049	18879	19319	18700	18674	19157	37745	37623	37720	37768	38310	37920	37816	38146	37712	38239	37098	37044	37118	37419	36933	37100	37352	37231	36748	36681	36936	37126	37720	36998	36525	37030	37271	37132	37297	37770	38298	38195	38122	37771	38619	37851	37808	37940	37872	38586	37665	37213	37766	38030	37796	37371	37461	37909	37611	37611
chr9:25000001-30000000	19128	19065	18648	19312	19158	19104	18922	19207	18852	19336	19652	19791	19659	19907	19991	19802	19525	19772	19689	19543	19656	19886	19739	19767	20002	19405	19393	19539	19818	19830	20633	20604	20632	20690	20475	20572	20467	20574	20808	20831	19140	18944	18923	18831	18835	19033	19020	18786	18997	19502	18782	18688	19330	19098	18828	18860	18710	19000	18818	18949	18860	18788	18846	18867	19140	19240	18858	19065	18335	18681	18754	18383	18548	19078	18455	18536	18299	19005	18568	18822	19091	18926	19327	19188	18828	18951	19570	18904	19321	19627	27978	27647	28275	27879	27838	27991	28278	27846	27980	28334
chr9:30000001-35000000	18754	19229	18730	19237	18604	18684	18966	18856	18990	18771	19411	19552	19873	19463	19332	19330	19451	19448	19638	19362	57724	58645	57796	57400	57432	58330	58738	57492	57810	58198	61522	61725	62057	61694	61374	61263	61680	61012	62222	61888	19112	18603	18731	19028	19198	19148	18996	18641	18757	18850	19092	18552	18786	18952	19088	19035	18801	18669	18851	18805	74309	73752	74090	73937	73879	73457	73820	73877	73317	73746	18415	18748	18640	18638	18544	18245	18583	18176	18385	18268	18924	19171	19139	18896	18684	18500	18749	19010	19015	18823	18747	18812	18798	18857	18994	19048	18556	18807	18513	18725
chr9:35000001-40000000	15141	15314	15404	15350	15108	15176	15240	14957	15317	15254	15554	15893	15689	15469	15569	15585	15584	15610	15698	15610	15787	15346	15881	15661	15432	15111	15690	15645	15630	15742	16528	16605	16237	16571	16082	16583	16381	16423	16667	16698	15309	15215	15196	14927	15375	15367	14611	15288	15493	15525	14963	14889	15114	14794	15146	15226	14936	14865	14908	15209	14628	14802	14809	14538	14513	14733	14868	14676	15024	14931	14693	14777	14780	14887	15042	14914	14778	14966	14800	15132	14949	15128	15221	15141	15163	15429	14969	15509	15248	15267	14842	14861	14868	14867	15043	14938	15072	14854	14935	15048
chr9:40000001-45000000	3757	3766	3631	3775	3774	3839	3777	3637	3602	3718	3833	3832	3879	3978	3874	3929	3753	3896	3911	3934	13392	13352	13164	13228	13599	13401	13248	13221	13509	13386	14239	14118	14201	14157	14169	13861	14209	14406	14088	14454	3810	3782	3698	3606	3651	3550	3619	3734	3826	3698	3624	3635	3796	3746	3657	3748	3743	3715	3764	3719	3605	3506	3643	3632	3554	3522	3524	3757	3674	3592	9150	9140	9364	9185	9055	9381	9061	9162	9301	9130	9474	9399	9323	9428	9335	9506	9284	9370	9440	9352	14897	14644	14824	14926	14730	14752	14730	14551	14622	14665
chr9:45000001-50000000	90	107	119	125	118	114	110	111	106	106	108	128	113	135	119	108	126	135	122	91	113	120	111	104	112	112	112	114	129	112	368	359	429	377	379	359	372	385	371	352	109	93	115	110	98	109	98	113	104	106	107	110	103	74	109	97	106	96	126	106	103	99	102	107	111	130	121	104	102	101	114	112	106	101	91	106	123	126	140	121	410	389	392	389	422	362	384	363	388	413	123	118	97	117	112	116	114	109	122	134
chr9:50000001-55000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9:55000001-60000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9:60000001-65000000	2528	2546	2667	2565	2498	2494	2514	2519	2552	2541	2589	2539	2647	2639	2572	2621	2640	2698	2501	2720	2661	2480	2474	2479	2664	2578	2553	2598	2595	2526	2736	2808	2670	2719	2818	2752	2861	2813	2734	2808	2527	2500	2564	2592	2486	2592	2490	2544	2573	2564	2523	2448	2497	2555	2573	2557	2469	2531	2567	2590	2513	2426	2378	2450	2517	2505	2438	2464	2532	2420	8613	8502	8593	8454	8640	8588	8689	8617	8355	8633	8948	8869	8848	8871	8798	8851	8937	8999	8931	8807	8528	8792	8916	8891	8774	8810	8706	8782	8796	8619
chr9:65000001-70000000	7075	7303	7183	7072	7294	7044	7068	7114	7052	7094	25678	25306	25803	25540	25667	25159	25484	25801	25826	25537	25710	25628	25502	25569	25508	26064	25533	25743	25596	25226	26981	26966	26677	27228	27114	27279	26992	27156	26731	27220	24544	24830	24543	24440	24819	24705	24419	24918	24517	24438	6920	7179	7083	7197	7111	7190	7142	7184	7079	6907	20497	20351	20683	20103	20271	20538	20309	20634	20442	20472	7184	7179	6979	6980	6971	6978	6762	6986	7176	7036	7254	7101	7392	6930	7172	7233	7270	7295	7169	7145	3646	3501	3609	3492	3583	3504	3545	3496	3613	3450
